serial_number,asset_tag_id,device_name,mac_address,manufacturer,model,hardware_specs,attached_peripheral_devices,asset_category,asset_subcategory,related_po_number,vendor,purchase_date,purchase_cost,cost_center,warranty_term,warranty_expiry_date,support_agreements,assigned_user,recently_logged_in_users,last_found_ip_address,assigned_location,discovered_location,lifecycle_status,technical_sme,installed_os,installed_software,related_it_tickets,maintenance_count,environmental_conditions,hardware_specs_quality,asset_age_days,under_warranty,days_since_last_login,num_installed_software,hardware_power_score,location_match
c024e6c1-5597-4c58-a6bb-99d4b2eca819,f57bd9ad-102b-4184-8fc6-05c795bf158a,social,a0:5b:63:87:6f:4a,hp,modeld,"16GB, 512GB SSD, AMD Ryzen 7/AMD RX 580",Keyboard,switch,managed,5e6c2d1d-9a3c-4a70-86d8-a19e57e7f060,richardson and sons,2024-05-08,1286.59,it,3 years,2027-05-08,Basic Support,raven curtis,"James Morris, Timothy Crawford",36.89.51.205,los angeles,los angeles,In Maintenance,john doe,windows 11,Zoom,19cb29e1-62e8-46c0-aac6-2e317fb591e9,1,low,medium,66,1,,1,7,1
52fb904c-b13a-4c54-8e22-95773fa94da1,5a2c9bf5-c232-48ff-963e-959418c1ea09,be,4c:19:de:2d:8d:3b,lenovo,modelb,"16GB, 512GB SSD, Intel i7/AMD RX 580",Printer,router,wireless,2da6970c-1043-4880-9144-808906d70b1e,dixon-ford,2022-09-08,1151.44,it,3 years,2025-09-08,Basic Support,karen murphy,"Stacy Harvey, Colleen Lucas, Rebecca Gray",157.212.129.164,san francisco,los angeles,Active,robert brown,windows 10,"MS Office, Adobe Photoshop",266ddbce-0c9d-437d-b94f-82309251c139,4,medium,low,674,1,,2,7,0
1e90d883-f151-4672-87eb-3317b82d8d8f,1613ee66-a873-4df0-ab02-2b39c55d259e,mouth,a4:f4:2c:9d:57:dc,hp,modelb,"8GB, 512GB SSD, AMD Ryzen 5/NVIDIA RTX 2060",None,laptop,business,8a30189d-bb47-4201-a3bd-b4d250710434,spears-short,2024-04-26,717.75,finance,1 years,2025-04-26,Basic Support,daniel hinton,"Megan Maxwell, Kimberly Becker",50.155.91.195,san francisco,san francisco,Active,john doe,linux,Adobe Photoshop,f881d56e-cc42-4cea-b036-35018f5bc9ea,0,medium,medium,78,1,,1,6,1
6fd2592e-47d7-462a-9d2c-ad8884960c31,1b080b89-7675-450c-8520-787a50c84458,specific,56:92:fd:1e:47:4b,hp,modeld,"32GB, 512GB SSD, Intel i5/NVIDIA RTX 2060",None,printer,laser,9f6e83c9-fc56-4295-b5fc-23b06b0fc298,"roberts, doyle and wheeler",2019-09-17,2269.27,finance,1 years,2020-09-17,Extended Support,diane freeman,Ashley King,41.61.85.15,chicago,los angeles,In Maintenance,robert brown,windows 10,"Adobe Photoshop, Visual Studio, MS Office",2fd435fd-3452-4ad0-9cc1-d18cfc3f57f8,2,low,high,1761,0,,3,8,0
8cd48552-9a68-4e77-8b5d-bf0c2f797cbd,17b8e5a6-335f-4c16-8add-deca5468c182,low,d0:3e:d1:a7:15:15,dell,modela,"16GB, 512GB SSD, Intel i5/NVIDIA RTX 2060",Mouse,desktop,tower,474a2f99-be9d-438e-832d-f56352872647,montgomery and sons,2021-12-20,3257.08,finance,1 years,2022-12-20,Extended Support,karen anderson,Laura Owens,144.207.207.96,new york,chicago,In Maintenance,jane smith,macos,"MS Office, Adobe Photoshop, Zoom",a15f2668-f762-41ea-8af7-f893895ae4cb,4,low,high,936,0,,3,7,0
e540728a-daf8-4dbf-a175-11b93a0e461c,0f373fd1-3eb3-470d-9907-714cbb7c27a8,seek,2c:ba:4d:c5:13:9a,apple,modelc,"32GB, 1TB HDD, AMD Ryzen 5/NVIDIA GTX 1650",Mouse,laptop,gaming,d05c9fcb-345b-4e95-9a27-31cd6d750414,wolfe-mosley,2020-11-22,2622.41,it,1 years,2021-11-22,Extended Support,rachel johnson,Teresa Kelly,182.204.154.29,chicago,los angeles,In Maintenance,robert brown,macos,"Adobe Photoshop, Zoom, MS Office",2a1045fc-a2e5-4c1a-ae1d-ddd192c7091e,4,high,low,1329,0,,3,6,0
9f13ca48-8b9b-46e9-afe1-2338650d2368,fbed2f39-0694-496c-9880-54ae85374de2,author,cc:81:82:b9:4c:09,dell,modelc,"32GB, 512GB SSD, Intel i5/NVIDIA RTX 2060",Printer,laptop,gaming,4f463500-14ea-4145-bb0a-bdf240e61c02,"west, anthony and keith",2019-12-28,2681.36,hr,1 years,2020-12-28,Extended Support,james coleman,Maureen Stephens,134.153.133.185,san francisco,chicago,Decommissioned,john doe,windows 11,MS Office,d2ea49c3-cf76-4938-bc02-5adf5f111313,0,medium,medium,1659,0,,1,8,0
e0480b2c-b460-49b4-9038-f4fc9c42132a,40958fb5-c4c7-4d03-96f6-794c1b8185a0,edge,bc:3a:6f:2e:cb:e0,netgear,modeld,"8GB, 256GB SSD, Intel i5/NVIDIA GTX 1650",None,switch,managed,e46970f5-7ce7-43e1-9f39-f5a32a4e452a,chandler-rodriguez,2020-08-22,2571.32,it,1 years,2021-08-22,Extended Support,laura vasquez,Michael Wells MD,159.150.113.76,chicago,san francisco,In Maintenance,emily davis,linux,"Visual Studio, Adobe Photoshop",01e20d86-8711-4a76-8f10-847fe7f19333,0,low,low,1421,0,,2,4,0
f24ade27-af3d-49d2-8031-04baad30a316,d6e93f6a-6cd8-4e8a-8ecd-cbb411034f05,market,56:0c:75:2d:57:99,apple,modela,"16GB, 512GB SSD, AMD Ryzen 5/AMD RX 580",Monitor,switch,unmanaged,042306e5-5890-4488-a58d-c336dcae5384,hamilton and sons,2021-06-20,2579.41,hr,1 years,2022-06-20,Extended Support,jamie reynolds,Jill Brown,179.66.239.199,new york,los angeles,Decommissioned,jane smith,macos,MS Office,1c2c0115-c395-436b-aa3b-b0126c995dc9,3,low,medium,1119,0,,1,6,0
14662d40-22c3-43d3-8bf4-3f18e5023579,fd4799b3-3e92-4f22-bf70-eb6af06118dd,edge,78:08:c7:27:1c:6c,dell,modeld,"32GB, 256GB SSD, Intel i7/AMD RX 580",Printer,laptop,gaming,aba381e2-306f-4547-a1f7-62c3c5d64851,villegas-jones,2019-10-26,1096.04,finance,2 years,2021-10-26,Basic Support,angela carter,Julie Sanchez,221.129.92.144,san francisco,san francisco,In Maintenance,emily davis,linux,"MS Office, Visual Studio, Adobe Photoshop",82eb44b7-4a98-4ecf-86f6-281954ddf244,2,high,medium,1722,0,,3,7,1
26dcdc08-1b6f-4506-a1bb-cc3cecb72f89,1e336388-d643-4b42-bcd5-b1f5e9133816,bit,ae:0e:34:9c:a8:57,apple,modela,"8GB, 1TB HDD, Intel i7/NVIDIA GTX 1650",Keyboard,server,tower,37a8809d-484f-4cfc-bd5e-4081b30e58af,"garcia, moreno and harding",2021-12-20,1412.22,hr,3 years,2024-12-20,Basic Support,jennifer bryan,"Richard Walsh, Mark Brown",98.98.253.222,los angeles,san francisco,Active,emily davis,windows 10,"Visual Studio, Zoom, Adobe Photoshop",b79801c0-8935-4e83-b75e-491eaebcfabd,0,high,high,936,1,,3,5,0
df0c9431-5af7-4029-95fc-46e82660bebc,7a1aa25a-2913-4df9-a218-a67a7c430fda,matter,20:24:85:5a:25:3d,dell,modelc,"32GB, 256GB SSD, AMD Ryzen 7/AMD RX 580",Mouse,desktop,all-in-one,7f3ae514-57c2-44d8-b206-b48a326eb3b6,davenport-murphy,2020-01-27,1415.72,hr,1 years,2021-01-27,Extended Support,raymond johnson,Emily Rodriguez,106.149.47.211,chicago,san francisco,In Maintenance,jane smith,windows 10,MS Office,10c43e8c-3a1f-48b3-8a6e-4e9c1cc5ecc8,1,high,low,1629,0,,1,7,0
aa0d76c8-0ef9-4e48-a270-01381643f897,692f283d-8939-4add-bc88-da06c0a75992,mission,22:b1:cb:3e:12:64,hp,modela,"16GB, 256GB SSD, Intel i5/NVIDIA GTX 1650",None,printer,inkjet,2ad58a49-9988-42e9-a641-351bbe741889,collins ltd,2019-07-30,4648.77,hr,1 years,2020-07-30,Basic Support,jordan santos,Jamie Nelson,136.164.227.169,san francisco,new york,In Maintenance,john doe,linux,"MS Office, Visual Studio, Zoom",17bf8061-a271-418a-a0c9-d12b24dc2a45,4,medium,high,1810,0,,3,5,0
c0fce7b0-1088-4686-a49d-91a8d2e712ef,189a0f07-e974-44aa-b596-2821d1fead3f,machine,10:e7:45:4f:98:f1,hp,modelc,"16GB, 256GB SSD, Intel i7/NVIDIA RTX 2060",None,server,tower,35c300d2-6f29-4bb0-a888-b8370e986ffe,valdez ltd,2020-09-02,1458.88,hr,1 years,2021-09-02,Basic Support,joseph webster,"Ethan Hanson, Ms. Rebecca Osborne",43.116.255.41,los angeles,new york,In Maintenance,jane smith,linux,"MS Office, Zoom, Visual Studio",c23ac3c9-4144-4101-88be-659e55b41b9a,0,low,low,1410,0,,3,7,0
3015c706-c6dd-484f-9f36-0977dfecf962,8703d85d-e003-431b-907f-ccb9129052a3,break,b2:e4:b6:72:ea:92,dell,modelb,"16GB, 256GB SSD, AMD Ryzen 7/NVIDIA RTX 2060",Mouse,laptop,business,bdf48205-cd85-4a5f-81b8-1b3423a629e1,young ltd,2021-09-01,2464.08,marketing,3 years,2024-09-01,Basic Support,louis becker,Shari Hawkins MD,31.226.188.167,san francisco,chicago,Active,john doe,macos,Visual Studio,20db20d0-b754-4337-a5d8-7ee329d10a3f,2,high,high,1046,1,,1,7,0
b5ccf0e4-cc0d-4182-a35c-7cf4e0276c4e,177e0ceb-d67b-4162-8abc-c46fb758deda,but,9e:ae:ab:69:69:9b,hp,modela,"32GB, 256GB SSD, Intel i5/NVIDIA RTX 2060",Keyboard,server,rack,a05be409-0713-4d3a-9409-73d58cc9bfad,"allison, wise and holmes",2020-07-28,1986.53,it,2 years,2022-07-28,Extended Support,sierra may,"Amber Murphy, Kelly Young, Joann Ross",113.8.20.30,chicago,san francisco,In Maintenance,robert brown,windows 11,Visual Studio,085ad13d-93d2-4b9a-9297-92d4dad3797b,5,low,low,1446,0,,1,7,0
5665e1a7-c2e6-47eb-b0d6-9cc5034ec790,b7d228ad-896b-46d9-aa65-398e4502665d,consider,d6:d2:db:f4:08:29,netgear,modelb,"8GB, 1TB HDD, AMD Ryzen 5/NVIDIA GTX 1650",Keyboard,printer,inkjet,dc8cd04e-c122-475b-85ad-a48e4a7685e2,"mann, morris and tran",2019-11-02,2986.97,finance,3 years,2022-11-02,Extended Support,brenda gonzales,"Katie Brown, Karen Galloway",204.123.7.85,new york,los angeles,In Maintenance,emily davis,windows 11,Zoom,df94a847-2cfb-4780-ac18-b849a03d3bc2,3,medium,low,1715,0,,1,4,0
5da2a75d-1d9f-4e9c-9ea7-80769d1e9c30,ba6eaa2f-4b22-4760-9aee-ecd277d9d82e,room,d2:37:80:6d:7e:36,hp,modelc,"32GB, 512GB SSD, Intel i7/AMD RX 580",Printer,printer,inkjet,9435052a-946e-4635-914e-2ee2301f879c,morgan ltd,2024-01-11,2696.27,marketing,3 years,2027-01-11,Basic Support,john mills,"Dennis Everett, Gabriella Cox, Desiree Williams MD",1.117.166.183,san francisco,san francisco,In Maintenance,robert brown,linux,"Visual Studio, Adobe Photoshop, Zoom",32ec75d0-f052-449e-a087-404e5b09375b,2,low,medium,184,1,,3,8,1
afff7550-d367-4a68-920b-40b070c4a420,916f3a0c-f95a-4a6a-982b-ad65998cb702,material,30:63:4d:d2:ae:39,hp,modelb,"16GB, 256GB SSD, Intel i5/NVIDIA GTX 1650",None,desktop,tower,468cf7cd-3cf9-4152-b0b7-e5a72d23814f,"kennedy, roy and wallace",2020-05-30,3897.3,it,2 years,2022-05-30,Basic Support,kelly haynes,"Christopher Jarvis, Adrienne Brown",80.140.150.93,chicago,los angeles,In Maintenance,john doe,linux,"Visual Studio, Adobe Photoshop, MS Office",7e9821d2-e156-40b1-b8d4-cf73c7aa25fb,1,medium,low,1505,0,,3,5,0
b7ddf2da-8819-4374-93ab-e734eee79b1d,1888377c-885b-492f-8446-c99593f52ee3,they,6c:f9:bd:b8:b7:b6,netgear,modelb,"16GB, 1TB HDD, Intel i5/NVIDIA GTX 1650",None,router,wired,958c3bf3-4271-4bda-bbdf-57b593555157,perkins-davis,2023-09-11,2891.87,it,3 years,2026-09-11,Extended Support,michael williams,"Amy Weber, Rebecca Campbell, Tracy Price",208.219.204.63,new york,san francisco,Active,robert brown,linux,"Visual Studio, Zoom, MS Office",2e1fac2e-ca1c-4ed4-9b9a-b51525b2d42d,4,high,low,306,1,,3,5,0
458b0767-9fcb-414c-b771-e486a637f623,14c7ceb9-0ea2-4377-a1bf-e49d482fae24,catch,42:5c:6c:f8:ae:74,cisco,modeld,"8GB, 256GB SSD, Intel i7/NVIDIA GTX 1650",Keyboard,printer,laser,e91904e1-f0cf-45e2-b6bc-2474c420e026,james group,2024-04-17,4012.18,marketing,1 years,2025-04-17,Basic Support,ryan pearson,"Jacqueline Giles, Kristen Carlson, Thomas Alexander",194.97.135.156,san francisco,san francisco,Active,robert brown,windows 10,"Visual Studio, MS Office",880153e0-14a1-4c77-ae2f-414815d086b3,2,high,low,87,1,,2,5,1
2d1d693c-e143-4091-9e5c-15f26a357a19,cb66c27e-de6e-4f67-9357-ba54f7004adc,particularly,5e:5f:27:cb:31:00,lenovo,modelb,"32GB, 256GB SSD, Intel i5/NVIDIA RTX 2060",Keyboard,printer,laser,a9fdbcf2-35ce-47e6-a4ed-3c1bd789108d,king inc,2022-01-30,1745.83,it,3 years,2025-01-30,Extended Support,robert garrett,"Damon Sanchez, Victoria Gould",202.44.129.195,san francisco,los angeles,In Maintenance,robert brown,windows 10,"Zoom, Adobe Photoshop, MS Office",02980992-f184-4b6f-9aea-513dc35e077f,2,low,medium,895,1,,3,7,0
a5626bdb-73f7-472d-a5af-d6418c7c2f20,ae642d49-9b0c-4bcd-9168-83540161c11f,less,a8:da:9d:5b:4f:05,canon,modelc,"32GB, 512GB SSD, AMD Ryzen 5/NVIDIA GTX 1650",Mouse,desktop,all-in-one,b1496232-992d-4d7d-a437-fb012488c293,"campbell, whitaker and holmes",2019-09-29,1473.56,marketing,3 years,2022-09-29,Extended Support,lauren hodge,"Gabrielle Chapman, Cole Benitez",66.10.51.74,san francisco,san francisco,Decommissioned,emily davis,windows 10,"Adobe Photoshop, Visual Studio, Zoom",e5974d8e-b388-476b-bb0d-bbe016ee010c,2,low,medium,1749,0,,3,7,1
9bd0b358-8c23-4558-9a96-fdebb259021f,79ec279f-de08-498b-aa0c-6f367a5990f3,style,38:8c:63:da:e8:aa,dell,modelb,"32GB, 512GB SSD, Intel i5/NVIDIA RTX 2060",Printer,server,tower,ad041893-e64b-44e2-8daf-579a315d8412,adkins-russell,2024-01-13,3473.25,hr,1 years,2025-01-13,Basic Support,ronald marshall,"Brandon Hartman, Heidi Vargas",65.166.17.10,san francisco,chicago,Active,emily davis,windows 10,"Adobe Photoshop, MS Office, Zoom",0451e3f0-243e-46d9-a804-9e7a686a199c,4,low,high,182,1,,3,8,0
944768c3-c5d6-4fb6-91d8-780a4361cc06,eb789f3e-2396-41eb-996d-0bd1915a8e6c,reach,ac:a1:f4:6f:6b:54,netgear,modela,"8GB, 256GB SSD, AMD Ryzen 7/NVIDIA RTX 2060",Monitor,switch,unmanaged,5ba9623e-75c0-4d03-892d-db77dba48212,"sutton, bradley and moore",2019-07-23,771.06,it,2 years,2021-07-23,Basic Support,felicia rios,"Katherine Williams, Melissa Thomas",97.41.236.106,san francisco,chicago,In Maintenance,john doe,linux,"Zoom, MS Office, Adobe Photoshop",1ddf973f-5ac9-4486-980e-36428e84fbf2,5,medium,medium,1817,0,,3,6,0
1c0108a6-8652-4957-b30d-3fc157eca77b,7343ea9a-9a2b-4887-9fb5-1dba78723ed4,want,28:89:86:eb:77:b3,canon,modeld,"16GB, 256GB SSD, Intel i7/NVIDIA GTX 1650",Monitor,desktop,all-in-one,7d4ed0c6-9c6f-4092-afa4-024f8c82d8a5,rivera llc,2021-02-21,2927.15,hr,3 years,2024-02-21,Extended Support,adam gardner,"William Tate, Samantha Smith",40.77.33.38,chicago,san francisco,In Maintenance,john doe,windows 11,"Zoom, MS Office",059e3d6e-e9a9-4467-81d2-d7cfeed664fd,2,low,low,1238,0,,2,6,0
af8eb01e-4175-444c-9359-27bb7e9dd0d4,b2757640-f7db-48cb-9451-54f8484edef3,start,7e:bd:48:56:e9:3c,lenovo,modeld,"32GB, 1TB HDD, Intel i5/AMD RX 580",Mouse,printer,inkjet,db700c46-8cb4-465c-bec2-aad4c3d19611,duarte plc,2019-07-17,2226.03,finance,1 years,2020-07-17,Extended Support,daniel hawkins,"Justin Mckay, Tricia Alvarado, Christopher Gray",118.241.197.217,new york,san francisco,In Maintenance,jane smith,macos,Visual Studio,433f7647-0eb4-4f10-8c9d-6af97d8cf873,0,high,medium,1823,0,,1,6,0
0c02ead0-ea91-4946-bbfa-134b0eed636f,69e81e3e-cff2-4506-acd0-d6396a9b3052,write,a2:cc:e9:29:fe:73,cisco,modela,"16GB, 256GB SSD, AMD Ryzen 5/NVIDIA GTX 1650",Keyboard,desktop,all-in-one,dd9cc303-d469-499d-a4d3-1eac4df63cab,"johnson, thompson and smith",2021-11-27,1707.14,marketing,1 years,2022-11-27,Basic Support,christy ford,"Elizabeth Dennis, Courtney Barrett",46.227.96.39,new york,new york,In Maintenance,emily davis,windows 10,"MS Office, Adobe Photoshop",604731f9-c607-4819-80d4-81a85fc91f9d,4,medium,high,959,0,,2,5,1
fb0da364-f3ec-4152-ab1a-4ecb4637a54e,93ce952a-931d-4131-905e-94279cf4e3ee,seat,66:8b:ed:8b:0c:2b,lenovo,modela,"8GB, 512GB SSD, AMD Ryzen 5/NVIDIA RTX 2060",Keyboard,server,rack,3d9b38cd-ca4e-4b07-92f5-1ed472bdf022,smith ltd,2023-02-10,962.5,it,3 years,2026-02-10,Extended Support,wesley whitaker,"Anthony Wright, Shannon Buchanan",123.204.54.97,chicago,los angeles,Active,emily davis,windows 11,Adobe Photoshop,1d7be64b-49bc-4f00-9136-51d230ae09be,5,high,high,519,1,,1,6,0
063f621d-029e-48e9-8adc-d572495e3692,da6c689b-36b7-4f3d-be24-49fbfda5db1a,far,32:1a:01:b1:52:1f,netgear,modeld,"32GB, 256GB SSD, Intel i5/AMD RX 580",None,desktop,all-in-one,43796f37-3f7f-4684-be6f-f1eee9301028,baker-moore,2020-11-08,3413.54,it,2 years,2022-11-08,Extended Support,anthony wilson,"Jeffrey Lopez, Dwayne Kramer, Garrett Chavez",125.151.182.103,new york,san francisco,In Maintenance,emily davis,windows 11,"Zoom, Visual Studio, Adobe Photoshop",81ec2375-318c-4640-8f12-dcd86d1a02e8,0,high,high,1343,0,,3,6,0
3a4c6220-30fa-46ab-9647-183f7a996294,6135e50c-0f04-487d-850a-c917d4574bd3,avoid,90:4b:ab:be:f5:bf,apple,modelc,"32GB, 256GB SSD, Intel i7/AMD RX 580",Monitor,printer,inkjet,8585287b-1108-40d7-bd32-28c5dc7e98db,wagner-ortiz,2019-10-26,1886.21,finance,3 years,2022-10-26,Extended Support,gabriel atkinson,"Jacob Gould, Matthew Lewis, Mrs. Jessica Watts",220.126.72.49,san francisco,chicago,In Maintenance,john doe,macos,"Adobe Photoshop, Visual Studio",38b97fa8-47a8-440d-8553-a3708f13d4b1,4,medium,high,1722,0,,2,7,0
51d98f7b-e124-45cf-9c3e-08cb68f1f20b,4e328df1-6819-4bce-a46c-9babc7adca11,base,5c:7c:0a:e6:2b:d8,canon,modelc,"32GB, 1TB HDD, AMD Ryzen 7/NVIDIA GTX 1650",Keyboard,router,wireless,34110cbf-0b29-4621-87e0-948dd5a7e303,"hansen, padilla and howard",2021-08-08,3954.02,it,1 years,2022-08-08,Basic Support,troy jones,"Brittany Martinez, Molly Bartlett",83.179.242.171,chicago,los angeles,In Maintenance,jane smith,macos,"Visual Studio, Zoom",4737bcb1-9caa-49f4-81f5-74acc1354ed9,4,high,medium,1070,0,,2,7,0
b7237b8d-87e4-4c72-868d-6da49a88be6c,0ecd8bfe-aaa3-4029-b322-94c1bf6cba00,feeling,00:36:94:29:0c:78,lenovo,modeld,"8GB, 1TB HDD, AMD Ryzen 5/AMD RX 580",Mouse,laptop,gaming,0d54c6c6-9678-4949-a936-135caab7588f,stanley inc,2023-07-11,4486.97,it,1 years,2024-07-11,Basic Support,tracy ball,Cheryl Moss,19.27.14.39,chicago,san francisco,In Maintenance,emily davis,windows 10,"Visual Studio, Zoom, Adobe Photoshop",8e304ee5-a1b6-4c2d-9d2c-dcaefd85d3dd,5,low,high,368,0,,3,4,0
ecfe8eea-b9bc-421d-bd73-87dc2141ecad,0840ac4a-9053-4ca1-a89b-12538b5062ee,within,2a:46:4f:d5:a6:3c,canon,modelc,"16GB, 1TB HDD, Intel i5/NVIDIA GTX 1650",Printer,switch,unmanaged,61ec4a72-b3c3-41ab-89f8-510398946c9b,"perez, myers and floyd",2023-05-04,4413.78,hr,2 years,2025-05-04,Extended Support,amber kim,"Nicole Solis, Vanessa Jackson",200.169.7.51,san francisco,san francisco,Active,john doe,linux,Visual Studio,6d8ae17a-4e60-4198-a239-b60a3c43c3d3,5,low,medium,436,1,,1,5,1
9dee9ed0-9f26-4aca-9e81-af5ab7fa134d,087f6324-403c-4dba-8c98-37d5ee653b98,smile,28:54:37:cf:c1:07,canon,modeld,"16GB, 1TB HDD, AMD Ryzen 5/NVIDIA RTX 2060",Monitor,server,blade,125035cc-de51-48ea-aeeb-e91e5a225465,"beck, taylor and stewart",2023-11-25,3917.94,hr,1 years,2024-11-25,Extended Support,cody savage,"Tiffany Brooks DDS, Heather James, Susan Oliver",157.144.48.76,los angeles,new york,Active,john doe,macos,"Adobe Photoshop, MS Office",3cfc6035-82f2-4e41-83f5-8f81240c3cf6,0,high,medium,231,1,,2,6,0
68f72dec-07db-4789-ae03-3a48ac63002c,bfbc782d-6ed2-4c70-8427-4eb1967b2022,establish,38:76:c6:69:4f:bb,hp,modeld,"8GB, 1TB HDD, Intel i5/AMD RX 580",Printer,desktop,mini pc,fe105db7-a6b9-42c0-a9e9-4bed139cdf76,smith llc,2021-03-05,811.7,it,1 years,2022-03-05,Extended Support,dale santos,David Kim,71.90.114.164,san francisco,chicago,In Maintenance,john doe,windows 11,"Zoom, Adobe Photoshop, Visual Studio",780a25c8-4c8f-4931-938c-0b7ad0d26505,2,high,low,1226,0,,3,4,0
aec5bd19-99c7-4a01-a33a-1d5bd08de587,8be69c3d-e7c1-4f6f-8c94-926eac3bd8ea,most,56:f6:cd:cd:5f:af,apple,modelb,"16GB, 512GB SSD, Intel i5/AMD RX 580",None,printer,laser,e8723cb0-d4db-42c3-a7ff-63054209eb55,esparza ltd,2020-09-01,1905.78,marketing,2 years,2022-09-01,Extended Support,joseph glass,"Michelle Kent, Jason Hooper",217.187.251.238,chicago,san francisco,In Maintenance,emily davis,macos,MS Office,e0efada1-9357-4310-b126-006c8c919071,0,medium,low,1411,0,,1,6,0
f8159dfa-8c0e-44c1-ae34-3d7e9ba9387d,af052daa-d689-4c65-8a07-3866a830fd06,month,2a:b8:80:db:35:a6,apple,modelb,"16GB, 256GB SSD, AMD Ryzen 5/NVIDIA GTX 1650",Printer,router,wired,c40df377-0de9-4811-bc4f-90ed464ba9be,cervantes-leon,2020-05-11,3311.33,marketing,3 years,2023-05-11,Extended Support,maureen wilson,"Hailey Carr, Raymond Patrick, William Hamilton",1.150.145.61,los angeles,chicago,Decommissioned,robert brown,windows 11,"Adobe Photoshop, Visual Studio, Zoom",13482f16-a6f1-4367-a6d2-f3fdb8810ca0,0,medium,medium,1524,0,,3,5,0
5cc4cc82-e132-425c-8858-5e7191cedf35,f5c6aa21-ac1f-47ac-9a39-82d21faad96a,me,7c:8d:6d:4d:a1:79,lenovo,modela,"16GB, 1TB HDD, AMD Ryzen 7/AMD RX 580",Printer,laptop,ultrabook,b1b1fc57-f87c-4924-9816-79ca429c4ca4,sellers-marshall,2023-03-08,4241.87,it,1 years,2024-03-08,Extended Support,william thomas,"Alicia Williams, Kathryn Huff",219.199.216.0,new york,chicago,Decommissioned,robert brown,linux,"Adobe Photoshop, MS Office",2806bd08-221a-47b8-9eaf-c4554a98a809,3,medium,high,493,0,,2,6,0
d85c7f05-944a-429a-b4ca-e006d1ff08c0,e347e6b3-5479-4535-b997-7ffacb87bb74,identify,78:26:8e:fa:95:cd,netgear,modelc,"16GB, 256GB SSD, Intel i7/NVIDIA GTX 1650",Mouse,switch,unmanaged,9800d1f9-e91c-465e-a78f-0f7bfe66a382,peterson llc,2024-01-21,2443.75,hr,1 years,2025-01-21,Extended Support,stephanie hays,"Jason Burke, George Byrd, Michael Garcia",201.221.232.5,chicago,new york,Active,robert brown,macos,"Visual Studio, Zoom, Adobe Photoshop",c80bf81b-dbc1-48e1-9239-4f1c2ca99b0a,0,high,high,174,1,,3,6,0
e38512c7-379e-43d8-9fea-b6bc8ed29bc3,7622d2d7-df5c-4e96-aec2-818bc0371124,billion,6a:2d:e5:5a:33:13,cisco,modelc,"32GB, 256GB SSD, Intel i5/NVIDIA RTX 2060",Mouse,switch,managed,17b8d663-baaf-435d-ada4-20c3eb68f85b,jones-kennedy,2021-05-25,3237.09,marketing,2 years,2023-05-25,Basic Support,dawn flores,Andrew Castro MD,76.99.145.138,san francisco,los angeles,In Maintenance,jane smith,windows 11,"Adobe Photoshop, Visual Studio, Zoom",f1a22b13-9328-432a-a22c-88d400b20bff,5,high,medium,1145,0,,3,7,0
1d7f06b0-e65c-40e1-ae39-02a8680b6648,e133eb2e-7f81-43b5-a8fb-71ade3f98b79,push,96:d5:c0:65:82:76,canon,modeld,"16GB, 256GB SSD, Intel i5/NVIDIA GTX 1650",None,laptop,gaming,e5ca5cf3-54fe-4637-900a-049c42a9da48,"fisher, williams and whitney",2019-10-12,3854.25,it,1 years,2020-10-12,Basic Support,justin roberts,"Tracy Ford, Sharon Martinez",13.200.55.132,los angeles,los angeles,In Maintenance,emily davis,linux,"Zoom, Adobe Photoshop",d08cbab8-1115-4517-817e-f9575865dae6,5,high,low,1736,0,,2,5,1
41319c46-1a6a-43fb-a17c-aa16d3e5da64,d0762284-5928-4139-aef4-c8145a944dab,degree,ee:3f:1c:47:fc:84,hp,modelb,"32GB, 512GB SSD, AMD Ryzen 5/NVIDIA GTX 1650",Monitor,server,tower,aada2f79-99a2-4899-bfe4-5ce6be798001,huynh-bishop,2022-11-12,1308.55,marketing,1 years,2023-11-12,Extended Support,scott robinson,"Cassandra Johnson, Heidi Martinez",71.210.12.105,new york,san francisco,Decommissioned,jane smith,macos,"Zoom, Adobe Photoshop, Visual Studio",bc6dccca-bedc-4d51-ab83-6356f78e2442,1,medium,medium,609,0,,3,7,0
8c274868-10e9-43cd-bab7-9a926cf7649e,36f69f62-41d4-4a4b-8e51-3a4e98c15029,official,f4:07:42:50:05:82,cisco,modela,"16GB, 256GB SSD, Intel i7/NVIDIA RTX 2060",Mouse,switch,unmanaged,f041250b-e884-482b-a3af-081d00553fe1,schneider-bowers,2022-02-19,1494.49,hr,2 years,2024-02-19,Extended Support,erika munoz,"Jessica Ruiz, Steven Smith, Gregory Boyd",59.216.170.59,los angeles,new york,In Maintenance,jane smith,windows 10,"MS Office, Visual Studio",ce67505a-6e66-424e-81ba-013361e5b8c0,5,medium,medium,875,0,,2,7,0
